Q5JB47	Q9NRG9
Q9NWI6	Q9NRG9
Q9UG19	Q9NRG9
Q4ZFZ3	Q2M2I8
Q53RX6	Q2M2I8
Q9UPV4	Q2M2I8
A8K9V5	O43741
B4DH06	O43741
Q5VXY0	O43741
B4DDT7	P54619
Q8N7V9	P54619
A0A1W3	Q9UNQ0
A8K1T5	Q9UNQ0
O95374	Q9UNQ0
Q4W5I3	Q9UNQ0
Q53ZQ1	Q9UNQ0
Q569L4	Q9UNQ0
Q5YLG4	Q9UNQ0
Q86V64	Q9UNQ0
Q8IX16	Q9UNQ0
Q96LD6	Q9UNQ0
Q96TA8	Q9UNQ0
Q9BY73	Q9UNQ0
Q9NUS0	Q9UNQ0
Q2T9G2	Q9H222
Q96QZ2	Q9H222
Q96QZ3	Q9H222
A6NED4	Q8N2K0
A6NJ90	Q8N2K0
A8K450	Q8N2K0
B4DE71	Q8N2K0
Q5T710	Q8N2K0
Q5T711	Q8N2K0
Q96CR1	Q8N2K0
Q9BX05	Q8N2K0
Q9NPX7	Q8N2K0
Q9UFV6	Q8N2K0
A9Z1Y6	Q8IZP0
B3KX62	Q8IZP0
B4DQ58	Q8IZP0
H7BXI6	Q8IZP0
O15147	Q8IZP0
O76049	Q8IZP0
O95060	Q8IZP0
Q5T2R3	Q8IZP0
Q5T2R4	Q8IZP0
Q5T2R6	Q8IZP0
Q5T2R7	Q8IZP0
Q5T2R9	Q8IZP0
Q5W070	Q8IZP0
Q5W072	Q8IZP0
Q8TB63	Q8IZP0
Q96S81	Q8IZP0
Q9NXZ9	Q8IZP0
Q9NYB8	Q8IZP0
B4DEB6	P49748
F5H2A9	P49748
O76056	P49748
Q8WUL0	P49748
A1L173	Q86TX2
Q3I5F9	Q86TX2
P04270	P68032
B2R7E7	P63267
B4E315	P63267
D6W5H8	P63267
E9PG30	P63267
P12718	P63267
Q504R1	P63267
Q6FI22	P63267
A6NP77	Q08043
Q4KKV2	Q08043
C9J6I6	Q03154
C9J9D8	Q03154
C9JWD4	Q03154
Q546Z2	P31937
Q9UDN3	P31937
B2RE84	Q9NS82
A8K1B5	Q9H172
Q8WWH0	Q9H172
Q8WWH1	Q9H172
Q8WWH2	Q9H172
Q9HAE9	Q96I13
Q15827	Q05901
Q96AV1	Q6NUN0
Q96CX8	Q6NUN0
Q9NWV3	Q6NUN0
Q562N5	Q9BYX7
O60470	O43184
Q5JRP0	O43184
Q5JRP1	O43184
Q6P9E3	O43184
Q6UWB0	O43184
B3KQU5	Q13444
B4DLB5	Q13444
B4DMH8	Q13444
E9PN65	Q13444
Q13493	Q13444
Q53XQ0	Q13444
Q5SR68	Q13444
Q5SR69	Q13444
Q6R267	Q13444
Q71S61	Q13444
Q71S62	Q13444
Q71S63	Q13444
Q71S64	Q13444
Q71S65	Q13444
Q71S66	Q13444
Q71S67	Q13444
Q71S68	Q13444
Q71S69	Q13444
Q96C78	Q13444
U3KQL5	Q13444
A2RUS0	P18089
Q4TUH9	P18089
Q53RF2	P18089
Q9BZK0	P18089
A0A1K6	Q9BZ11
Q5JT75	Q9BZ11
Q5JT76	Q9BZ11
Q8N0W6	Q9BZ11
B2RCL6	Q8NCV1
Q8NA94	Q8NCV1
A6NHZ3	Q6DHV7
B4DQM8	Q6DHV7
A8MW71	Q6NVV9
Q4G196	Q6NVV9
B3KUD5	Q86TW2
Q6PD65	Q86TW2
Q9UIE6	Q86TW2
B3KV74	Q8NFM4
D3DS75	Q8NFM4
Q17R40	Q8NFM4
Q6ZTM6	Q8NFM4
Q96ML7	Q8NFM4
B4DZF0	Q96PN6
F5GWS5	Q96PN6
O95558	Q96PN6
Q5R329	Q96PN6
Q5R330	Q96PN6
Q8WXV4	Q96PN6
Q9NNX0	Q96PN6
A8K470	P08319
B4DIE7	P08319
C9J4A9	P08319
Q8TCD7	P08319
Q6FHR2	P11766
Q58EX9	Q15848
B2R793	P35318
D3DQV3	P35318
Q6FGW2	P35318
A8K3E1	P43652
Q32MR3	P43652
Q4W5C5	P43652
A8K442	Q8N556
B4DMU2	Q8N556
E9PDT7	Q8N556
Q59EY5	Q8N556
Q9HBY1	Q8N556
B4DW86	Q9Y6Z5
Q8NB23	Q9Y6Z5
B4DTU1	P51825
E9PBM3	P51825
Q6P1L0	Q9Y4W6
A6NGH4	Q5VUJ5
P78564	P55087
Q6FGW8	P55064
Q08E94	O14520
Q5T5L9	O14520
Q8NHM3	O14520
A4UCR8	Q66PJ3
B3V0L0	Q66PJ3
B3V0L1	Q66PJ3
Q4F966	Q66PJ3
Q504R8	Q66PJ3
Q96BI2	Q66PJ3
Q9NR05	Q66PJ3
Q9P2R9	Q66PJ3
A3KLL7	Q96P48
B2RTS2	Q96P48
O94879	Q96P48
Q4LDD5	Q96P48
Q59FI7	Q96P48
Q6PHS3	Q96P48
Q8WU51	Q96P48
Q96HP6	Q96P48
Q96L71	Q96P48
D3DVA6	Q92974
O75142	Q92974
Q15079	Q92974
Q5VY92	Q92974
Q8TDA3	Q92974
Q8WUG4	Q92974
Q9H023	Q92974
A6NNJ2	Q12774
Q6ZML7	Q12774
B2RP20	Q96PE2
Q86XU2	Q96PE2
Q8N2S0	Q96PE2
Q9Y4G3	Q96PE2
A8MV62	Q6ZSZ5
B5ME81	Q6ZSZ5
O60274	Q6ZSZ5
Q6DD92	Q6ZSZ5
B3KVP8	Q96DR7
E9PBD0	Q96DR7
Q68CL1	Q96DR7
Q6AZ96	Q96DR7
Q6Q8Q8	Q96DR7
Q96AW8	Q96DR7
Q96DR6	Q96DR7
Q9H9D7	Q96DR7
Q9H9R2	Q96DR7
Q9UFW5	Q96DR7
Q53G94	Q9NX46
Q6IAB8	Q9NX46
Q9BY47	Q9NX46
B4DLB3	Q14865
Q05DG6	Q14865
Q32Q59	Q14865
Q5VST4	Q14865
Q6NZ42	Q14865
Q7Z3M4	Q14865
Q8N421	Q14865
Q9H786	Q14865
O75749	O43488
Q5TG63	O43488
Q4A519	P56559
Q53R10	P56559
Q9BVN1	P56559
Q9UQ34	P56559
Q580I5	Q9Y689
B3KXD0	Q96BM9
A0PG76	Q5W041
A6NH64	Q5W041
B4DZL3	Q5W041
B7ZBN6	Q5W041
B7ZBN7	Q5W041
Q8IXS5	Q5W041
Q8N7B0	Q5W041
Q96M49	Q5W041
Q86WM9	Q96C12
Q9H7P8	Q96C12
Q9H925	Q96C12
Q53HK2	Q9P291
Q9H2Q0	Q9P291
B2R9H1	P27540
C4AMA1	P27540
F8WAP6	P27540
Q59ED4	P27540
Q5QP39	P27540
Q8NDC7	P27540
Q3KNU1	Q9NR71
Q5SNT7	Q9NR71
Q5SZP6	Q9NR71
Q5SZP7	Q9NR71
Q5T1D5	Q9NR71
Q71ME6	Q9NR71
B2RNV3	Q9ULH1
E9PEN1	Q8WXH4
Q3SYC4	Q8WXH4
Q7Z667	Q8WXH4
C9JX97	A6NK59
Q8WXK2	A6NK59
Q92816	A6NK59
B2RBC0	Q96NS5
Q8WXK0	Q96NS5
B6ZDL7	Q6ZVZ8
B3KPA3	Q9Y575
D6W5B4	Q9Y575
D6W5B5	Q9Y575
G8JLA9	Q9Y575
Q2TAI4	Q9Y575
Q53TN0	Q9Y575
Q53TN8	Q9Y575
Q9NVZ2	Q9Y575
Q8N7B5	Q8WWX0
A8K1E5	Q9H672
Q6GSJ6	Q9H672
Q7Z4S3	Q9H672
A8K1P2	Q9H765
Q547Q2	Q9H765
A8K8A5	Q96DX5
Q9BVF5	Q96DX5
Q9NWS5	Q96DX5
Q9Y4T3	Q96DX5
A8K3C4	P50553
Q9BQ30	P50553
A3KN86	P78348
E5KBL7	P78348
P78349	P78348
Q96CV2	P78348
E9PBX2	Q16515
Q13553	Q16515
Q6DJU1	Q16515
Q8N3E2	Q16515
A0A0A0MSK8	Q12797
A6NDF4	Q12797
A6NHI2	Q12797
B4DIC9	Q12797
B4E2K4	Q12797
B7ZM95	Q12797
E5RGP5	Q12797
F5H667	Q12797
Q6NXR7	Q12797
Q8TB28	Q12797
Q9H291	Q12797
Q9H2C4	Q12797
Q9NRI0	Q12797
Q9NRI1	Q12797
Q9Y4J0	Q12797
B2RMX5	Q96KQ4
O94870	Q96KQ4
B4DG66	Q13625
Q12892	Q13625
Q86X75	Q13625
Q96KQ3	Q13625
Q53FF4	P26436
Q6ZMX6	Q9C0F0
Q96MU3	Q9C0F0
Q9UFC5	Q9C0F0
Q4G0S9	O60312
Q969I4	O60312
Q9H725	O94823
Q5JT69	Q8NB49
Q5JT70	Q8NB49
Q5JT71	Q8NB49
Q5JT72	Q8NB49
Q5JT73	Q8NB49
Q6ZND5	Q8NB49
Q6ZU50	Q8NB49
Q6ZUP7	Q8NB49
Q70IJ9	Q8NB49
Q70IK0	Q8NB49
Q8WX24	Q8NB49
Q8NC11	Q9H7F0
Q96KS1	Q9H7F0
Q6UWS4	Q4VNC0
Q6ZWL0	Q4VNC0
Q504T2	Q13733
Q7Z4I9	Q13733
Q8TBN8	Q13733
Q8WXA7	Q13733
Q8WXH7	Q13733
Q8WY13	Q13733
Q5TGZ3	P05026
A8K5J9	O14983
B3KY17	O14983
O14984	O14983
Q12992	P20020
Q12993	P20020
Q13819	P20020
Q13820	P20020
Q13821	P20020
Q16504	P20020
Q93082	P20020
B4DU76	O75185
E7ES94	O75185
Q5HYC3	O75185
Q5S053	O75185
Q68CQ2	O75185
Q32M35	Q9Y2Q0
Q32M36	Q9Y2Q0
Q4W5J7	Q9Y2Q0
Q4W5P2	Q9Y2Q0
Q9H527	Q9NTI2
Q9NPU6	Q9NTI2
Q9NTL2	Q9NTI2
Q9NYM3	Q9NTI2
Q9BTP8	O43520
B2RCA6	P15289
B7XD04	P15289
F8WCC8	P15289
Q6ICI5	P15289
Q96CJ0	P15289
B2RC20	P15848
Q8N322	P15848
Q9UDI9	P15848
A2RUG0	Q5FYB0
B7ZM45	Q5FYB0
Q1HA39	Q5FYB0
Q5FWE4	Q5FYB0
Q6UWT9	Q5FYB0
A2BDE3	Q6UWY0
B4E1I4	Q6UWY0
Q3ZCW3	Q6UWY0
Q8N3Q8	Q6UWY0
A6NP79	Q9HBK9
Q0VDK3	Q9HBK9
Q0VDK4	Q9HBK9
Q5PZ02	Q9HBK9
A8K7Q6	Q8WXK3
D3DRR2	Q8WXK3
Q96EP7	Q8WXK3
Q9H8Z1	Q8WXK3
B7Z8E0	Q9H1I8
F5H6J9	Q9H1I8
Q4TT54	Q9H1I8
Q8TAZ0	Q9H1I8
Q9H711	Q9H1I8
Q9H9D6	Q9H1I8
Q8NAQ2	Q86WG3
Q8TAQ3	Q86WG3
Q96HC6	Q86WG3
Q96JF5	Q86WG3
B9ZVQ5	Q9ULI0
Q6ZNA6	Q9ULI0
Q8N9E7	Q9ULI0
B4DRF9	P18846
P25168	P18846
Q9H4A8	P18846
Q6ZRE7	Q96BY7
Q96DQ3	Q96BY7
Q9NW80	Q96BY7
Q969K0	Q86TL0
B2R5L6	O75947
Q9H3J4	O75947
Q52LV4	Q9UNA0
Q9UKP2	Q9UNA0
Q14F51	Q9UKP4
Q6P7J9	Q9UKP4
A6NLC4	Q9UBB4
B4DG05	Q9UBB4
O14998	Q9UBB4
O15009	Q9UBB4
Q6I9X4	Q9UBB4
C0H5W8	Q9Y679
Q9H866	Q9Y679
Q9UNQ6	Q9Y679
Q9Y685	Q9Y679
A8K0F4	Q92843
Q2M3U0	Q92843
Q5U0H4	Q92843
Q3SY11	Q9HB09
Q3SY13	Q9HB09
Q96I96	Q9HB09
Q9HB08	Q9HB09
D3DNM4	O75752
Q3Y531	O75752
Q6IAI5	O75752
Q8NFM8	O75752
Q8NFM9	O75752
Q9HA06	O75752
E9PKS1	Q6ZMB0
Q6ZSC5	Q6ZMB0
Q8TAZ4	Q6ZMB0
Q8TDX1	Q6ZMB0
Q6GV30	Q67FW5
Q8WUT3	Q67FW5
D3DPB8	Q9Y5Z6
Q53SS2	Q9Y5Z6
B2RAB1	O43825
Q9BZQ9	O43825
B3KSW7	Q9H981
Q8N566	Q9H981
Q9H663	Q9H981
A4D1H6	Q9Y574
O14586	Q9Y574
Q14D68	Q9Y574
Q8TBT2	Q9Y574
Q5SW06	Q8N9N2
Q5SW07	Q8N9N2
Q96EI8	Q8N9N2
Q9Y307	Q8N9N2
Q59GP1	Q9NR48
Q5T714	Q9NR48
Q5T715	Q9NR48
Q9P2C7	Q9NR48
Q6NZ37	A6ND91
B2RTT0	Q6UY14
F8WAD0	Q6UY14
Q5T5F7	Q6UY14
Q6IPM6	Q6UY14
Q8N643	Q6UY14
Q9HBS6	Q6UY14
B7Z1X2	Q8NHH9
B7Z7X8	Q8NHH9
Q4ZG30	Q8NHH9
Q7Z630	Q8NHH9
Q8NHH8	Q8NHH9
Q9H5M7	Q8NHH9
B1B0N8	P51164
A6NDE5	Q8N5M1
A8K2J2	Q8N5M1
Q6XYC7	Q8N5M1
A2RRN9	P58397
A5D6V6	P58397
Q6UWL3	P58397
C6G490	Q8TE57
Q8IVE2	Q8TE57
Q59EX6	Q9UKP5
Q5IR87	Q9UKP5
Q5IR88	Q9UKP5
Q5IR89	Q9UKP5
Q68DL1	Q9UKP5
Q9NZS0	Q9UP79
B2R8I1	P17735
D3DWS2	P17735
A4D1I8	P08243
B4DXZ1	P08243
B7ZAA9	P08243
D6W5R3	P08243
E9PCI3	P08243
E9PCX6	P08243
P08184	P08243
Q15666	P08243
Q549T9	P08243
Q96HD0	P08243
A8K3K9	Q9BZE9
Q7Z6N7	Q9BZE9
Q8WV59	Q9BZE9
Q96LS5	Q9BZE9
Q96M40	Q9BZE9
B3KQQ6	Q06055
B2RE09	Q9H0Y0
Q6PIX1	Q9H0Y0
Q9H842	Q9H0Y0
Q6PJV2	O94817
A6NLR8	Q96DT6
D3DQ58	Q96DT6
Q96K04	Q96DT6
O60875	Q9H1Y0
Q5JVR2	Q9H1Y0
Q68DI4	Q9H1Y0
Q9H2B8	Q9H1Y0
Q9HCZ7	Q9H1Y0
Q0D2L9	P56385
Q34772	P00846
Q5S8W5	P00846
Q5S9E7	P00846
Q5S9I6	P00846
Q5SA31	P00846
Q6RPB7	P00846
Q6VHC0	P00846
Q6VHE0	P00846
Q6WQF4	P00846
Q7YCC1	P00846
Q7YCF8	P00846
Q7YCG1	P00846
Q85KU8	P00846
Q85KX1	P00846
Q85L05	P00846
Q8HNQ4	P00846
Q8HNQ8	P00846
Q8WCX6	P00846
Q9B2U5	P00846
Q9B2Z2	P00846
Q53G51	Q9NVP2
Q9NVZ0	Q9NVP2
I3L1X1	P07306
B2R9V0	Q9UHC3
O60263	Q9UHC3
O75906	Q9UHC3
Q59FN9	Q9UHC3
Q9UER8	Q9UHC3
Q9UHC4	Q9UHC3
Q3SXL2	P42127
B2R7H2	P20933
D3DP47	P20933
Q4W5Q2	P20933
Q6FHN6	P20933
Q9UCK6	P20933
Q9UCK7	P20933
Q9UCK8	P20933
B2RCH3	Q6ICH7
Q7L0W3	Q6ICH7
Q9NSN3	Q6ICH7
Q17RR0	Q9UN42
Q9UN41	Q9UN42
B7WNR8	Q16720
B7WNY5	Q16720
Q12995	Q16720
Q16858	Q16720
Q34771	P03928
A4D0Q2	Q9ULK2
B4DTS1	Q9ULK2
Q8N2T0	Q9ULK2
B2R4Z0	P48201
D3DPF0	P48201
Q4ZFX7	P48201
B4E3P4	P98198
Q6NT69	P98198
Q7Z486	P98198
Q96I43	P98198
Q96NQ7	P98198
Q9H727	Q8TF62
D3DR26	Q8NBU5
Q6DKG1	Q8NBU5
Q6P4B9	Q8NBU5
Q8N3G1	Q8NBU5
Q8WYR9	Q8NBU5
Q969Y3	Q8NBU5
A8K3H1	Q5T9A4
Q6ZRB5	Q5T9A4
Q9BUK4	Q5T9A4
Q9ULE7	Q5T9A4
O15139	P18850
Q5VW62	P18850
Q6IPB5	P18850
Q9UEC9	P18850
B4DFI4	O75143
D3DQQ1	O75143
D3DQQ2	O75143
E9PQZ8	O75143
Q53EN6	O75143
Q9BRL3	O75143
Q9H8B0	O75143
O43154	Q2TAZ0
Q14DM2	Q2TAZ0
Q6ZTV2	Q2TAZ0
Q7Z6K8	Q2TAZ0
Q8IVY5	Q2TAZ0
Q8TAI8	Q2TAZ0
Q96HH7	Q2TAZ0
Q6PKC5	Q9NT62
Q9H6L9	Q9NT62
Q1RLM4	Q9Y6H3
Q96E81	Q9Y6H3
J3KQ83	P18859
A8K1U3	Q99766
D9N156	Q99766
Q8WWX3	Q99766
Q96F77	Q99766
B1AT72	Q04656
O00227	Q04656
O00745	Q04656
Q9BYY8	Q04656
Q16318	P35670
Q16319	P35670
Q4U3V3	P35670
Q59FJ9	P35670
Q5T7X7	P35670
Q92573	Q8NBF6
A8K2W2	O43521
O43522	O43521
Q0MSE7	O43521
Q0MSE8	O43521
Q0MSE9	O43521
Q53R28	O43521
Q6JTU6	O43521
Q6T851	O43521
Q6TE14	O43521
Q6TE15	O43521
Q6TE16	O43521
Q6V402	O43521
Q8WYL6	O43521
Q8WYL7	O43521
Q8WYL8	O43521
Q8WYL9	O43521
Q8WYM0	O43521
Q8WYM1	O43521
Q3B7W9	Q14032
Q96L31	Q14032
Q53HN2	Q9H3F6
Q59FV1	Q9H3F6
Q6PL47	Q9H3F6
Q96SU0	Q9H3F6
A8K7P1	Q9Y5Z0
Q5DIH8	Q9Y5Z0
Q8N2D4	Q9Y5Z0
Q9H2V8	Q9Y5Z0
Q9NZL1	Q9Y5Z0
Q9NZL2	Q9Y5Z0
Q9UJT6	Q9Y5Z0
O60558	O75531
Q6FGG7	O75531
O75315	Q99933
Q14414	Q99933
Q53H32	Q99933
Q5VZE8	Q99933
Q5VZE9	Q99933
Q5VZF0	Q99933
Q96TG2	Q99933
Q9Y2V4	Q99933
A2RRM7	Q8WY36
Q2TAJ1	Q8WY36
Q7L3J8	Q8WY36
Q7LBY8	Q8WY36
Q8NDB0	Q8WY36
Q8WY35	Q8WY36
Q9H0J6	Q8WY36
Q9H162	Q9C0K0
Q5TD52	Q8TDM0
Q5TD53	Q8TDM0
Q5TD54	Q8TDM0
Q5U5K7	Q8TDM0
Q5XKE8	Q8TDM0
Q8IXI7	Q8TDM0
Q8NEZ6	Q8TDM0
Q8TDL9	Q8TDM0
Q9NX13	Q8TDM0
Q9Y511	Q8TDM0
C9JHD5	P10415
P10416	P10415
Q13842	P10415
Q16197	P10415
O43770	Q8WUZ0
Q6PD89	Q8WUZ0
A1A4C1	Q86UU0
Q67FY1	Q86UU0
Q6ZWJ0	Q86UU0
Q6ZWK2	Q86UU0
Q5JR93	Q8NFU0
A0AVN1	Q9HBH7
A8K4J3	Q9HBH7
Q9NZ33	Q9HBH7
D6W5Y3	P30049
Q6FG90	P30049
B2R4E2	P48047
Q5U042	P48047
Q6IBI2	P48047
A8KAE5	O75882
O60295	O75882
O95414	O75882
Q3MIT3	O75882
Q5TDA2	O75882
Q5TDA4	O75882
Q5VYW3	O75882
Q9NTQ3	O75882
Q9NTQ4	O75882
Q9NU01	O75882
Q9NZ57	O75882
Q9NZ58	O75882
Q9UC75	O75882
Q9UDF5	O75882
Q53G32	Q5T686
Q9H2R9	Q5T686
Q9HBN9	Q5T686
Q4VAV0	Q13705
Q5JT21	Q58HT5
Q6IEE4	Q58HT5
A6NCD5	O14977
Q6IBQ7	O14977
Q96D20	O14977
A0PJY6	Q5TBC7
A8K074	Q5TBC7
I6LA82	Q5TBC7
Q5JS09	Q9NPZ5
Q8TF38	Q9NPZ5
Q96NK4	Q9NPZ5
B7ZAB3	O94766
Q96I06	O94766
Q9UEP0	O94766
A8K5F8	Q6Y288
Q5W0H2	Q6Y288
Q6NUI3	Q6Y288
Q54AC1	Q9NY97
Q9NQQ9	Q9NY97
Q9NQR0	Q9NY97
Q9NUT9	Q9NY97
D3DNS5	Q9BYG0
Q59FE3	Q9BYG0
Q7L9Z5	Q9BYG0
Q8WWP9	Q9BYG0
B4DZE4	Q8NHY0
Q14CP1	Q8NHY0
Q86Y40	Q8NHY0
B2R710	P15291
D3DRL2	P15291
Q12909	P15291
Q12910	P15291
Q12911	P15291
Q14456	P15291
Q14509	P15291
Q14523	P15291
E1P625	O43286
Q2M394	O43286
Q9UJQ8	O43286
A8K4X1	Q9NXR7
D6W562	Q9NXR7
D6W563	Q9NXR7
Q13880	Q9NXR7
Q4ZFX8	Q9NXR7
Q53SD0	Q9NXR7
Q969X9	Q9NXR7
Q96P06	Q9NXR7
A0M8W7	P56817
B0YIU9	P56817
E9PE65	P56817
H7BXJ9	P56817
Q9BYB9	P56817
Q9BYC0	P56817
Q9BYC1	P56817
Q9UJT5	P56817
Q9ULS1	P56817
O14803	Q92934
Q6FH21	Q92934
B9EGK3	Q9UIG0
D3DXE9	Q9UIG0
O95039	Q9UIG0
O95247	Q9UIG0
O95277	Q9UIG0
Q6P1K4	Q9UIG0
Q86UJ6	Q9UIG0
B3KN66	Q9UIF9
O00536	Q9UIF9
O15030	Q9UIF9
Q68DI8	Q9UIF9
Q96H26	Q9UIF9
D3DNX5	Q6ZW61
Q7Z342	Q6ZW61
Q7Z482	Q6ZW61
Q8NAB8	Q6ZW61
B2RBA1	Q9NWK9
B4DP13	Q9NWK9
D3DT20	Q9NWK9
Q9H278	Q9NWK9
Q9H3X3	Q9NWK9
Q9NWN0	Q9NWK9
A0AV48	Q9HAY6
A0AV50	Q9HAY6
Q9NVH5	Q9HAY6
A8MY43	O14874
Q6FGL4	O14874
Q96G95	O14874
Q96IN5	O14874
A7E241	P41182
B8PSA7	P41182
D3DNV5	P41182
B2RBG9	Q8TBH0
O95895	Q8TBH0
Q6ZRV9	Q8TBH0
Q8WYG6	Q8TBH0
Q6NSI9	Q8NCT1
B7WNV2	O00192
A6NLV8	P07307
A8MT12	P07307
D3DTM9	P07307
D3DTN0	P07307
O00448	P07307
Q03969	P07307
A8K7C3	Q9UBL3
D3DSW9	Q9UBL3
O60659	Q9UBL3
O60660	Q9UBL3
Q96B62	Q9UBL3
B4DFL9	Q2TB18
Q3MIB6	Q2TB18
Q8N6G4	Q2TB18
Q96JY1	Q2TB18
Q9UHX6	Q2TB18
B2R4T8	Q9Y284
Q9BVI3	Q9Y284
Q3KNT0	Q6HA08
A2A2T7	O75129
A2A2T9	O75129
Q52LQ2	O75129
Q5JVX8	O75129
Q5JVX9	O75129
Q5JVY1	O75129
Q5VXG8	O75129
Q5VZX6	O75129
Q8N6P8	O75129
Q8WV47	O75129
Q96FL4	O75129
Q9UHW6	O75129
Q53TC9	Q76L83
Q5H9U4	Q76L83
Q76L81	Q76L83
Q86XM1	Q76L83
Q9C0H8	Q76L83
Q9NV67	Q76L83
A0AV27	Q8WWH4
A4D0V0	Q8WWH4
B7ZM20	Q8WWH4
A2RRC8	Q9P241
D6REN2	Q9P241
Q8NC70	Q9P241
Q96SR3	Q9P241
B3KPJ2	Q9HD20
B3KTA7	Q9HD20
Q6NT90	Q9HD20
Q6ZMG7	Q9HD20
Q9H6C6	Q9HD20
B7Z1N7	P54709
A6NDN7	P16615
B4DF05	P16615
P16614	P16615
Q86VJ2	P16615
A8MZG0	Q93084
D3DTJ8	Q93084
O60900	Q93084
O60901	Q93084
O75501	Q93084
O75502	Q93084
Q16115	Q93084
Q6JHX1	Q93084
Q8TEX5	Q93084
Q8TEX6	Q93084
B2RAT7	P98194
B4DSW3	P98194
B7Z3X9	P98194
G3XAH8	P98194
G8JLN9	P98194
O76005	P98194
Q86V72	P98194
Q86V73	P98194
